sort,expMetricId,MetricTab,MetricGroup,MetricName,VivaceName,ControlPopulation,ControlAverage,ControlStandardDeviation,TreatmentPopulation,TreatmentAverage,TreatmentStandardDeviation,AbsoluteObservedDelta,RelativeObservedDelta,AbsoluteMimimumDetectableAt80Power,RelativeMinimumDetectableAt80Power,ImpactOnTreatmentPopulation,ImpactType,pValue
97,AvgCount_SuccessfulAcquisitions_Total_ProductType_OperatingSystem,Total Orders/downloads by By Product Types,Order/Download Counts (Total),-- OperatingSystem,AvgCount_SuccessfulAcquisitions_Total_ProductType_OperatingSystem,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
98,AvgCount_SuccessfulAcquisitions_Total_ProductType_Pass,Total Orders/downloads by By Product Types,Order/Download Counts (Total),-- Pass,AvgCount_SuccessfulAcquisitions_Total_ProductType_Pass,134369,0.00189032,0.04445295,134920,0.00174177,0.04187572,-0.0001485,-0.0785816,0.00046631,0.24668105,62.9139208,Observable but not Detected,0.37214728
99,AvgCount_SuccessfulAcquisitions_Total_ProductType_TVEpisode,Total Orders/downloads by By Product Types,Order/Download Counts (Total),-- TVEpisode,AvgCount_SuccessfulAcquisitions_Total_ProductType_TVEpisode,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
100,AvgCount_SuccessfulAcquisitions_Total_ProductType_TVSeason,Total Orders/downloads by By Product Types,Order/Download Counts (Total),-- TVSeason,AvgCount_SuccessfulAcquisitions_Total_ProductType_TVSeason,134369,0.00031257,0.03577665,134920,0.00020012,0.0182618,-0.0001125,-0.3597682,0.00030687,0.98174825,41.4025101,Observable but not Detected,0.30458199
101,AvgCount_SuccessfulAcquisitions_Total_ProductType_TVSeries,Total Orders/downloads by By Product Types,Order/Download Counts (Total),-- TVSeries,AvgCount_SuccessfulAcquisitions_Total_ProductType_TVSeries,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
102,AvgCount_SuccessfulAcquisitions_Total_ProductType_Others,Total Orders/downloads by By Product Types,Order/Download Counts (Total),-- Others,AvgCount_SuccessfulAcquisitions_Total_ProductType_Others,134369,0.00090795,0.03618026,134920,0.00096353,0.04036929,5.56E-05,0.06122207,0.00041385,0.45580402,55.83612,Observable but not Detected,0.70669451
104,Proportion_AttemptedAcquisitions_Total_ProductType_App,Total Orders/downloads by By Product Types,% of users Ordering/Downloading (Total),-- App,Proportion_AttemptedAcquisitions_Total_ProductType_App,134369,0.20302302,0.40225101,134920,0.20060777,0.40045659,-0.0024153,-0.0118964,0.00433367,0.02134571,584.698819,Observable but not Detected,0.11843391
105,Proportion_AttemptedAcquisitions_Total_ProductType_AddOn,Total Orders/downloads by By Product Types,% of users Ordering/Downloading (Total),-- AddOn,Proportion_AttemptedAcquisitions_Total_ProductType_AddOn,134369,0.00284292,0.05324337,134920,0.00265342,0.0514432,-0.0001895,-0.0666545,0.00056528,0.19883902,76.2679784,Observable but not Detected,0.34765788
106,Proportion_AttemptedAcquisitions_Total_ProductType_Book,Total Orders/downloads by By Product Types,% of users Ordering/Downloading (Total),-- Book,Proportion_AttemptedAcquisitions_Total_ProductType_Book,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
107,Proportion_AttemptedAcquisitions_Total_ProductType_Device,Total Orders/downloads by By Product Types,% of users Ordering/Downloading (Total),-- Device,Proportion_AttemptedAcquisitions_Total_ProductType_Device,134369,7.44E-06,0.00272804,134920,1.48E-05,0.00385013,7.38E-06,0.9918322,3.60E-05,4.83927361,4.85911777,Observable but not Detected,0.56583419
108,Proportion_AttemptedAcquisitions_Total_ProductType_Framework,Total Orders/downloads by By Product Types,% of users Ordering/Downloading (Total),-- Framework,Proportion_AttemptedAcquisitions_Total_ProductType_Framework,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
109,Proportion_AttemptedAcquisitions_Total_ProductType_Game,Total Orders/downloads by By Product Types,% of users Ordering/Downloading (Total),-- Game,Proportion_AttemptedAcquisitions_Total_ProductType_Game,134369,0.12455254,0.33021208,134920,0.12485176,0.33055198,0.00029923,0.00240241,0.00356731,0.02864105,481.302125,Observable but not Detected,0.81421159
110,Proportion_AttemptedAcquisitions_Total_ProductType_GamesAndAddOn,Total Orders/downloads by By Product Types,% of users Ordering/Downloading (Total),-- GameAndAddOn,Proportion_AttemptedAcquisitions_Total_ProductType_GamesAndAddOn,134369,0.12647262,0.33238249,134920,0.12651201,0.33242674,3.94E-05,0.0003114,0.00358916,0.02837892,484.249024,Observable but not Detected,0.97547585
111,Proportion_AttemptedAcquisitions_Total_ProductType_Movie,Total Orders/downloads by By Product Types,% of users Ordering/Downloading (Total),-- Movie,Proportion_AttemptedAcquisitions_Total_ProductType_Movie,134369,0.00120564,0.03470145,134920,0.00134895,0.03670338,0.00014331,0.1188687,0.00038563,0.31985475,52.0289499,Observable but not Detected,0.29780103
112,Proportion_AttemptedAcquisitions_Total_ProductType_Music,Total Orders/downloads by By Product Types,% of users Ordering/Downloading (Total),-- Music,Proportion_AttemptedAcquisitions_Total_ProductType_Music,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
113,Proportion_AttemptedAcquisitions_Total_ProductType_OperatingSystem,Total Orders/downloads by By Product Types,% of users Ordering/Downloading (Total),-- OperatingSystem,Proportion_AttemptedAcquisitions_Total_ProductType_OperatingSystem,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
114,Proportion_AttemptedAcquisitions_Total_ProductType_Pass,Total Orders/downloads by By Product Types,% of users Ordering/Downloading (Total),-- Pass,Proportion_AttemptedAcquisitions_Total_ProductType_Pass,134369,0.00582724,0.07611388,134920,0.00560332,0.07464559,-0.0002239,-0.0384258,0.00081397,0.13968399,109.821063,Observable but not Detected,0.44089053
115,Proportion_AttemptedAcquisitions_Total_ProductType_TVEpisode,Total Orders/downloads by By Product Types,% of users Ordering/Downloading (Total),-- TVEpisode,Proportion_AttemptedAcquisitions_Total_ProductType_TVEpisode,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
116,Proportion_AttemptedAcquisitions_Total_ProductType_TVSeason,Total Orders/downloads by By Product Types,% of users Ordering/Downloading (Total),-- TVSeason,Proportion_AttemptedAcquisitions_Total_ProductType_TVSeason,134369,0.00032001,0.01788615,134920,0.00040765,0.02018628,8.76E-05,0.27384617,0.00020589,0.6433899,27.7792133,Observable but not Detected,0.23309011
117,Proportion_AttemptedAcquisitions_Total_ProductType_TVSeries,Total Orders/downloads by By Product Types,% of users Ordering/Downloading (Total),-- TVSeries,Proportion_AttemptedAcquisitions_Total_ProductType_TVSeries,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
118,Proportion_AttemptedAcquisitions_Total_ProductType_Others,Total Orders/downloads by By Product Types,% of users Ordering/Downloading (Total),-- Others,Proportion_AttemptedAcquisitions_Total_ProductType_Others,134369,0.0002828,0.01681444,134920,0.00028906,0.01699938,6.26E-06,0.02212442,0.00018255,0.64551563,24.6301812,Observable but not Detected,0.9235035
120,Proportion_SuccessfulAcquisitions_Total_ProductType_App,Total Orders/downloads by By Product Types,% of users Ordering/Downloading (Total),-- App,Proportion_SuccessfulAcquisitions_Total_ProductType_App,134369,0.18318957,0.3868233,134920,0.18150015,0.38543345,-0.0016894,-0.0092223,0.00416926,0.02275929,562.517176,Observable but not Detected,0.2562801
121,Proportion_SuccessfulAcquisitions_Total_ProductType_AddOn,Total Orders/downloads by By Product Types,% of users Ordering/Downloading (Total),-- AddOn,Proportion_SuccessfulAcquisitions_Total_ProductType_AddOn,134369,0.00232941,0.04820786,134920,0.00217166,0.04655059,-0.0001577,-0.0677207,0.00051168,0.21965953,69.0353677,Observable but not Detected,0.38773996
122,Proportion_SuccessfulAcquisitions_Total_ProductType_Book,Total Orders/downloads by By Product Types,% of users Ordering/Downloading (Total),-- Book,Proportion_SuccessfulAcquisitions_Total_ProductType_Book,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
123,Proportion_SuccessfulAcquisitions_Total_ProductType_Device,Total Orders/downloads by By Product Types,% of users Ordering/Downloading (Total),-- Device,Proportion_SuccessfulAcquisitions_Total_ProductType_Device,134369,0,0,134920,7.41E-06,0.00272246,7.41E-06,Infinity,2.08E-05,null,2.8015852,Observable but not Detected,0.3173123
124,Proportion_SuccessfulAcquisitions_Total_ProductType_Framework,Total Orders/downloads by By Product Types,% of users Ordering/Downloading (Total),-- Framework,Proportion_SuccessfulAcquisitions_Total_ProductType_Framework,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
125,Proportion_SuccessfulAcquisitions_Total_ProductType_Game,Total Orders/downloads by By Product Types,% of users Ordering/Downloading (Total),-- Game,Proportion_SuccessfulAcquisitions_Total_ProductType_Game,134369,0.10701873,0.30913821,134920,0.1068485,0.30892169,-0.0001702,-0.0015906,0.00333677,0.03117931,450.197079,Observable but not Detected,0.88634866
126,Proportion_SuccessfulAcquisitions_Total_ProductType_GamesAndAddOn,Total Orders/downloads by By Product Types,% of users Ordering/Downloading (Total),-- GameAndAddOn,Proportion_SuccessfulAcquisitions_Total_ProductType_GamesAndAddOn,134369,0.1086709,0.31122702,134920,0.10833086,0.31079898,-0.00034,-0.003129,0.00335819,0.03090234,453.086388,Observable but not Detected,0.77665814
127,Proportion_SuccessfulAcquisitions_Total_ProductType_Movie,Total Orders/downloads by By Product Types,% of users Ordering/Downloading (Total),-- Movie,Proportion_SuccessfulAcquisitions_Total_ProductType_Movie,134369,0.00068468,0.02615756,134920,0.00092647,0.03042406,0.00024179,0.35314687,0.00030629,0.44734915,32.6227404,Actual Detected,0.02699305
128,Proportion_SuccessfulAcquisitions_Total_ProductType_Music,Total Orders/downloads by By Product Types,% of users Ordering/Downloading (Total),-- Music,Proportion_SuccessfulAcquisitions_Total_ProductType_Music,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
129,Proportion_SuccessfulAcquisitions_Total_ProductType_OperatingSystem,Total Orders/downloads by By Product Types,% of users Ordering/Downloading (Total),-- OperatingSystem,Proportion_SuccessfulAcquisitions_Total_ProductType_OperatingSystem,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
130,Proportion_SuccessfulAcquisitions_Total_ProductType_Pass,Total Orders/downloads by By Product Types,% of users Ordering/Downloading (Total),-- Pass,Proportion_SuccessfulAcquisitions_Total_ProductType_Pass,134369,0.00184566,0.04292168,134920,0.00173436,0.04160969,-0.0001113,-0.060305,0.00045644,0.24730155,61.5822811,Observable but not Detected,0.4944987
131,Proportion_SuccessfulAcquisitions_Total_ProductType_TVEpisode,Total Orders/downloads by By Product Types,% of users Ordering/Downloading (Total),-- TVEpisode,Proportion_SuccessfulAcquisitions_Total_ProductType_TVEpisode,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
132,Proportion_SuccessfulAcquisitions_Total_ProductType_TVSeason,Total Orders/downloads by By Product Types,% of users Ordering/Downloading (Total),-- TVSeason,Proportion_SuccessfulAcquisitions_Total_ProductType_TVSeason,134369,0.00015629,0.01250051,134920,0.00014824,0.01217436,-8.05E-06,-0.0515085,0.00013323,0.85247148,17.9753104,Observable but not Detected,0.86557744
133,Proportion_SuccessfulAcquisitions_Total_ProductType_TVSeries,Total Orders/downloads by By Product Types,% of users Ordering/Downloading (Total),-- TVSeries,Proportion_SuccessfulAcquisitions_Total_ProductType_TVSeries,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
134,Proportion_SuccessfulAcquisitions_Total_ProductType_Others,Total Orders/downloads by By Product Types,% of users Ordering/Downloading (Total),-- Others,Proportion_SuccessfulAcquisitions_Total_ProductType_Others,134369,0.00077399,0.02780998,134920,0.00079306,0.0281503,1.91E-05,0.02464445,0.00030212,0.39034055,40.7618845,Observable but not Detected,0.85960261
136,AvgCount_AttemptedAcquisitions_Free_ProductType_App,Free Downloads By Product Types,Download Counts (Free),-- App,AvgCount_AttemptedAcquisitions_Free_ProductType_App,134369,0.43123042,1.81578375,134920,0.42526682,1.65469085,-0.0059636,-0.0138292,0.01875827,0.04349942,2530.86608,Observable but not Detected,0.37310465
137,AvgCount_AttemptedAcquisitions_Free_ProductType_AddOn,Free Downloads By Product Types,Download Counts (Free),-- AddOn,AvgCount_AttemptedAcquisitions_Free_ProductType_AddOn,134369,0.00356481,0.16859455,134920,0.00333531,0.11153829,-0.0002295,-0.0643794,0.00154404,0.43313473,208.322304,Observable but not Detected,0.67710554
138,AvgCount_AttemptedAcquisitions_Free_ProductType_Book,Free Downloads By Product Types,Download Counts (Free),-- Book,AvgCount_AttemptedAcquisitions_Free_ProductType_Book,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
139,AvgCount_AttemptedAcquisitions_Free_ProductType_Device,Free Downloads By Product Types,Download Counts (Free),-- Device,AvgCount_AttemptedAcquisitions_Free_ProductType_Device,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
140,AvgCount_AttemptedAcquisitions_Free_ProductType_Framework,Free Downloads By Product Types,Download Counts (Free),-- Framework,AvgCount_AttemptedAcquisitions_Free_ProductType_Framework,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
141,AvgCount_AttemptedAcquisitions_Free_ProductType_Game,Free Downloads By Product Types,Download Counts (Free),-- Game,AvgCount_AttemptedAcquisitions_Free_ProductType_Game,134369,0.36123659,3.11358051,134920,0.35324637,2.40204795,-0.0079902,-0.0221191,0.0300322,0.0831372,4051.9444,Observable but not Detected,0.45604475
142,AvgCount_AttemptedAcquisitions_Free_ProductType_GamesAndAddOn,Free Downloads By Product Types,Download Counts (Free),-- GameAndAddOn,AvgCount_AttemptedAcquisitions_Free_ProductType_GamesAndAddOn,134369,0.36480141,3.12201532,134920,0.35658168,2.40799983,-0.0082197,-0.0225321,0.03011097,0.08254073,4062.57266,Observable but not Detected,0.44440338
143,AvgCount_AttemptedAcquisitions_Free_ProductType_Movie,Free Downloads By Product Types,Download Counts (Free),-- Movie,AvgCount_AttemptedAcquisitions_Free_ProductType_Movie,134369,0.0005284,0.0394354,134920,0.00045953,0.02880827,-6.89E-05,-0.1303268,0.00037299,0.70588921,50.3236505,Observable but not Detected,0.60498172
144,AvgCount_AttemptedAcquisitions_Free_ProductType_Music,Free Downloads By Product Types,Download Counts (Free),-- Music,AvgCount_AttemptedAcquisitions_Free_ProductType_Music,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
145,AvgCount_AttemptedAcquisitions_Free_ProductType_OperatingSystem,Free Downloads By Product Types,Download Counts (Free),-- OperatingSystem,AvgCount_AttemptedAcquisitions_Free_ProductType_OperatingSystem,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
146,AvgCount_AttemptedAcquisitions_Free_ProductType_Pass,Free Downloads By Product Types,Download Counts (Free),-- Pass,AvgCount_AttemptedAcquisitions_Free_ProductType_Pass,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
147,AvgCount_AttemptedAcquisitions_Free_ProductType_TVEpisode,Free Downloads By Product Types,Download Counts (Free),-- TVEpisode,AvgCount_AttemptedAcquisitions_Free_ProductType_TVEpisode,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
148,AvgCount_AttemptedAcquisitions_Free_ProductType_TVSeason,Free Downloads By Product Types,Download Counts (Free),-- TVSeason,AvgCount_AttemptedAcquisitions_Free_ProductType_TVSeason,134369,7.44E-06,0.00272804,134920,0,0,-7.44E-06,-1,2.09E-05,2.8015852,2.81307352,Observable but not Detected,0.31731231
149,AvgCount_AttemptedAcquisitions_Free_ProductType_TVSeries,Free Downloads By Product Types,Download Counts (Free),-- TVSeries,AvgCount_AttemptedAcquisitions_Free_ProductType_TVSeries,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
150,AvgCount_AttemptedAcquisitions_Free_ProductType_Others,Free Downloads By Product Types,Download Counts (Free),-- Others,AvgCount_AttemptedAcquisitions_Free_ProductType_Others,134369,0.00030513,0.02686643,134920,0.00035577,0.02611061,5.06E-05,0.16595055,0.00028605,0.93746535,38.5936921,Observable but not Detected,0.61993861
152,AvgCount_SuccessfulAcquisitions_Free_ProductType_App,Free Downloads By Product Types,Download Counts (Free),-- App,AvgCount_SuccessfulAcquisitions_Free_ProductType_App,134369,0.28621929,0.9059885,134920,0.28439816,0.89462256,-0.0018211,-0.0063627,0.00972142,0.03396493,1311.6137,Observable but not Detected,0.59970478
153,AvgCount_SuccessfulAcquisitions_Free_ProductType_AddOn,Free Downloads By Product Types,Download Counts (Free),-- AddOn,AvgCount_SuccessfulAcquisitions_Free_ProductType_AddOn,134369,0.00258244,0.09315812,134920,0.00239401,0.07882141,-0.0001884,-0.0729657,0.00093186,0.36084373,125.726228,Observable but not Detected,0.57105127
154,AvgCount_SuccessfulAcquisitions_Free_ProductType_AddOn_Capped,Free Downloads By Product Types,Download Counts (Free),-- Add-On (Capped),AvgCount_SuccessfulAcquisitions_Free_ProductType_AddOn_Capped,134369,0.00258244,0.09315812,134920,0.00239401,0.07882141,-0.0001884,-0.0729657,0.00093186,0.36084373,125.726228,Observable but not Detected,0.57105127
155,AvgCount_SuccessfulAcquisitions_Free_ProductType_Book,Free Downloads By Product Types,Download Counts (Free),-- Book,AvgCount_SuccessfulAcquisitions_Free_ProductType_Book,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
156,AvgCount_SuccessfulAcquisitions_Free_ProductType_Device,Free Downloads By Product Types,Download Counts (Free),-- Device,AvgCount_SuccessfulAcquisitions_Free_ProductType_Device,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
157,AvgCount_SuccessfulAcquisitions_Free_ProductType_Framework,Free Downloads By Product Types,Download Counts (Free),-- Framework,AvgCount_SuccessfulAcquisitions_Free_ProductType_Framework,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
158,AvgCount_SuccessfulAcquisitions_Free_ProductType_Game,Free Downloads By Product Types,Download Counts (Free),-- Game,AvgCount_SuccessfulAcquisitions_Free_ProductType_Game,134369,0.20700459,0.96935652,134920,0.20626297,0.98174817,-0.0007416,-0.0035826,0.01053366,0.0508861,1421.20084,Observable but not Detected,0.84363567
159,AvgCount_SuccessfulAcquisitions_Free_ProductType_GamesAndAddOn,Free Downloads By Product Types,Download Counts (Free),-- GameAndAddOn,AvgCount_SuccessfulAcquisitions_Free_ProductType_GamesAndAddOn,134369,0.20958703,0.97686081,134920,0.20865698,0.98722519,-0.0009301,-0.0044375,0.0106037,0.05059329,1430.65075,Observable but not Detected,0.80589361
